[header]
width=100
height=70
tilewidth=16
tileheight=16

[tilesets]
tileset=images/Terrain/Terrain (16x16).png,16,16,0,0

[layer]
type=ground
data=
135,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,133,
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,
113,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,
113,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,
113,236,212,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,
113,211,234,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,
113,183,184,184,184,184,184,184,184,184,184,184,185,0,0,0,124,125,0,0,0,124,125,0,0,0,124,125,0,0,0,194,195,195,195,195,195,195,196,216,194,195,196,197,0,0,0,0,7,8,8,8,8,8,8,8,8,8,9,183,184,184,184,184,184,185,0,0,0,36,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,
113,205,206,206,206,206,206,206,206,206,206,206,207,0,0,0,146,147,0,0,0,146,147,0,0,0,146,147,0,0,0,197,217,218,217,218,217,218,197,216,216,217,218,219,0,0,0,0,29,30,30,30,30,30,30,30,30,30,31,205,206,206,206,206,206,207,0,0,0,58,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,
113,205,206,206,206,206,206,206,206,206,206,206,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,239,240,239,240,239,240,219,217,218,239,240,241,0,0,0,0,29,30,30,30,30,30,30,30,30,30,31,205,206,206,206,206,206,208,184,184,184,184,185,95,96,96,96,96,96,97,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,
113,205,206,206,206,206,206,206,206,206,206,206,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,217,218,217,218,217,218,241,239,240,217,218,197,0,0,0,0,29,30,30,30,30,30,30,30,30,30,31,205,206,206,206,206,206,206,206,206,206,206,207,117,118,118,118,118,118,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,
